Part Number;Product Image;Package Type;Package Form;Package Dimensions (L x W x H)(mm);Peak Wavelength(nm);Radiant Intensity(mW/sr);Angle of Half Intensity(±°);Rise Time(ns);Radiant Power(mW);AEC-Qualified;Image path;Datasheet part;3d model part
VSMB3940X01;Enlarge;surface-mount;PLCC-2;3.5 x 2.8 x 1.75;935;4.2;60;15;;Yes;image/ir-emitting-diodes/80307.png;Datasheet\/ir-emitting-diodes/VSMB3940X01\VSMB3940X01.pdf;
VSMB3940X01;Enlarge;surface mount;PLCC-2;3.5 x 2.8 x 1.75;940;13.0;60;15;;Yes;image/ir-emitting-diodes/81894.png;Datasheet\/ir-emitting-diodes/VSMB3940X01\VSMB3940X01.pdf;
